Position,Expression
3.96979,0.015748
3.98646,0.023622
3.99271,0.0314961
4.00417,0.0393701
4.01042,0.0472441
4.02187,0.0629921
4.04479,0.0787402
4.0625,0.0866142
4.06875,0.0944882
4.08021,0.102362
4.08542,0.110236
4.10313,0.11811
4.10938,0.125984
4.12604,0.133858
4.13229,0.141732
4.15,0.149606
4.15521,0.15748
4.17292,0.165354
4.17812,0.173228
4.19583,0.181102
4.20729,0.188976
4.23125,0.204724
4.25938,0.220472
4.27708,0.228346
4.28333,0.23622
4.29479,0.244094
4.3,0.251969
4.3125,0.259843
4.31875,0.267717
4.33542,0.275591
4.34687,0.283465
4.35833,0.291339
4.36458,0.299213
4.44583,0.283465
4.48021,0.275591
4.48646,0.267717
4.52083,0.251969
4.56146,0.244094
4.56771,0.23622
4.59687,0.220472
4.61979,0.212598
4.62604,0.204724
4.64896,0.188976
4.67188,0.173228
4.69479,0.165354
4.70104,0.15748
4.71875,0.149606
4.73021,0.141732
4.75312,0.125984
4.77604,0.110236
4.81146,0.0944882
4.84063,0.0787402
4.88125,0.0708661
4.88646,0.0629921
4.92708,0.0551181
4.93333,0.0629921
4.93854,0.0472441
5.19479,0.0551181
5.2,0.0472441
5.21146,0.0629921
5.21771,0.0472441
5.22917,0.0551181
5.24062,0.0629921
5.42708,0.0708661
5.43229,0.0629921
5.43854,0.0708661
5.44375,0.0629921
5.45,0.0708661
5.45521,0.0787402
5.54896,0.0866142
5.56042,0.0944882
5.56562,0.0787402
5.57188,0.0866142
5.57812,0.0944882
5.65937,0.102362
5.67083,0.110236
5.69375,0.102362
5.69896,0.110236
5.98438,0.11811
5.98958,0.110236
5.99583,0.11811
6.00104,0.110236
6.00729,0.11811
6.0125,0.110236
6.03021,0.11811
6.03646,0.125984
6.04167,0.11811
6.04792,0.125984
6.07083,0.11811
6.08854,0.110236
6.09375,0.125984
6.10625,0.11811
6.12292,0.125984
6.13438,0.11811
6.14062,0.125984
6.28542,0.133858
6.29167,0.125984
6.31458,0.133858
6.33229,0.141732
6.3375,0.133858
6.34375,0.141732
6.43125,0.149606
6.43646,0.141732
6.44792,0.149606
6.45417,0.15748
6.49479,0.165354
6.5,0.173228
6.54688,0.181102
6.55833,0.188976
6.64583,0.19685
6.65104,0.188976
6.66354,0.204724
6.73333,0.212598
6.74479,0.220472
6.79063,0.228346
6.79688,0.220472
6.80208,0.228346
6.80833,0.23622
6.85521,0.244094
6.86042,0.251969
6.88958,0.259843
6.89583,0.267717
6.96458,0.283465
7.01146,0.291339
7.01771,0.299213
7.06354,0.307087
7.075,0.314961
7.12188,0.322835
7.13333,0.314961
7.13958,0.330709
7.21458,0.338583
7.22083,0.346457
7.26146,0.354331
7.26667,0.362205
7.29583,0.370079
7.31875,0.377953
7.37083,0.385827
7.37708,0.377953
7.38333,0.385827
7.39479,0.393701
7.45833,0.401575
7.46458,0.393701
7.46979,0.401575
7.47604,0.409449
7.50521,0.417323
7.51042,0.425197
7.52813,0.433071
7.53437,0.440945
7.55729,0.464567
7.5625,0.472441
7.56875,0.480315
7.58021,0.488189
7.59792,0.496063
7.60313,0.503937
7.62708,0.511811
7.63229,0.519685
7.63854,0.527559
7.64375,0.535433
7.65625,0.543307
7.66146,0.551181
7.67292,0.559055
7.67917,0.566929
7.68438,0.574803
7.69062,0.590551
7.69688,0.598425
7.70208,0.606299
7.70833,0.614173
7.71354,0.622047
7.71979,0.629921
7.73125,0.645669
7.7375,0.653543
7.74271,0.661417
7.74896,0.669291
7.75417,0.677165
7.76562,0.685039
7.77187,0.692913
7.78333,0.708661
7.78958,0.716535
7.79479,0.724409
7.80625,0.732283
7.8125,0.740157
7.81875,0.748031
7.82396,0.755906
7.83021,0.76378
7.83542,0.771654
7.84167,0.779528
7.84792,0.787402
7.85938,0.80315
7.87604,0.811024
7.88229,0.818898
7.8875,0.826772
7.9,0.834646
7.92292,0.84252
7.93438,0.850394
7.95208,0.858268
7.95729,0.866142
7.96875,0.874016
7.98125,0.866142
7.99792,0.850394
8.01042,0.834646
8.01562,0.818898
8.02708,0.787402
8.03333,0.771654
8.03854,0.755906
8.04479,0.708661
8.05,0.606299
8.05625,0.433071
8.0625,0
