Position,Expression
3.90833,0.00787402
3.91979,0.023622
3.93125,0.0314961
3.94896,0.0393701
3.95521,0.0472441
3.97187,0.0629921
4.00104,0.0708661
4.00729,0.0629921
4.0125,0.0708661
4.025,0.0787402
4.03021,0.0629921
4.03646,0.0787402
4.13542,0.0944882
4.17604,0.102362
4.18125,0.0944882
4.1875,0.102362
4.20417,0.110236
4.48854,0.11811
4.50625,0.125984
4.54688,0.133858
4.55312,0.125984
4.56979,0.133858
4.57604,0.125984
4.59375,0.133858
4.59896,0.141732
4.65729,0.149606
4.66354,0.15748
4.71563,0.165354
4.72083,0.15748
4.72708,0.173228
4.73333,0.15748
4.73854,0.173228
4.79688,0.181102
4.80208,0.188976
4.80833,0.181102
4.81354,0.188976
4.85521,0.19685
4.86042,0.188976
4.86667,0.204724
4.91875,0.212598
4.93021,0.220472
4.98229,0.228346
4.99375,0.23622
5.02917,0.244094
5.04583,0.251969
5.08125,0.267717
5.12708,0.275591
5.13333,0.283465
5.17396,0.291339
5.19167,0.299213
5.2375,0.307087
5.24375,0.314961
5.24896,0.307087
5.26146,0.314961
5.30208,0.322835
5.31354,0.330709
5.37083,0.338583
5.38333,0.346457
5.38854,0.330709
5.39479,0.346457
5.46979,0.354331
5.47604,0.346457
5.48125,0.362205
5.49375,0.354331
5.49896,0.362205
5.51042,0.346457
5.51667,0.362205
5.53958,0.354331
5.54583,0.362205
5.65,0.370079
5.65625,0.362205
5.67292,0.377953
5.67917,0.370079
5.69062,0.377953
5.86458,0.385827
5.87083,0.377953
5.88229,0.385827
5.8875,0.393701
5.93438,0.401575
5.94062,0.393701
5.94583,0.401575
5.95729,0.409449
5.99792,0.417323
6.00417,0.425197
6.00938,0.417323
6.01562,0.425197
6.04479,0.433071
6.0625,0.440945
6.10313,0.448819
6.10833,0.440945
6.11458,0.464567
6.13229,0.456693
6.1375,0.472441
6.20729,0.480315
6.21354,0.472441
6.21875,0.480315
6.225,0.488189
6.25938,0.496063
6.27083,0.503937
6.31146,0.511811
6.33542,0.519685
6.36354,0.527559
6.36979,0.519685
6.38125,0.527559
6.3875,0.535433
6.45104,0.543307
6.45729,0.535433
6.4625,0.543307
6.46875,0.551181
6.53229,0.559055
6.54375,0.566929
6.63125,0.574803
6.64792,0.582677
6.69479,0.590551
6.70104,0.598425
6.76458,0.606299
6.76979,0.614173
6.79375,0.622047
6.80521,0.629921
6.82917,0.637795
6.83958,0.645669
6.86354,0.653543
6.86875,0.661417
6.89271,0.669291
6.90417,0.677165
6.92708,0.685039
6.93333,0.692913
6.95625,0.700787
6.96146,0.708661
6.97396,0.716535
6.97917,0.724409
7.00833,0.740157
7.04271,0.748031
7.04896,0.755906
7.07188,0.771654
7.09583,0.779528
7.10729,0.787402
7.13646,0.795276
7.14167,0.80315
7.15937,0.811024
7.17708,0.818898
7.19375,0.826772
7.20521,0.834646
7.21771,0.84252
7.22917,0.850394
7.24688,0.858268
7.25208,0.866142
7.26979,0.88189
7.29271,0.889764
7.30417,0.897638
7.32188,0.905512
7.33333,0.913386
7.35104,0.92126
7.35625,0.929134
7.38021,0.937008
7.38542,0.944882
7.40937,0.952756
7.41458,0.96063
7.42083,0.968504
7.42604,0.976378
7.44375,0.984252
7.45521,0.992126
7.46667,1
7.98333,0.023622
7.98958,0
